City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,lapai,9.05,6.5667,35.49,43,57,2.31,NG,1715421302
364,kununurra,-15.7667,128.7333,28.99,54,5,2.57,AU,1715421302
365,punta de bombon,-17.1717,-71.7931,18.19,85,77,4.32,PE,1715421303
366,gamba,-2.65,10.0,29.43,73,86,3.34,GA,1715421304
367,moyale,3.5167,39.0584,23.55,70,95,2.37,KE,1715421305
368,mitu,1.1983,-70.1733,21.61,99,97,0.5,CO,1715421306
369,pokrovsk,48.282,37.1758,19.14,37,22,4.65,UA,1715421307
370,la peca,-5.6111,-78.435,19.76,94,88,0.44,PE,1715421309
371,ormond-by-the-sea,29.3491,-81.0665,24.05,89,0,2.06,US,1715421309
372,weno,7.4515,151.8468,28.97,79,40,3.09,FM,1715421310
373,kavieng,-2.5744,150.7967,28.73,75,99,2.81,PG,1715421311
374,mora,11.0461,14.1401,40.67,14,4,3.35,CM,1715421312
375,salahonda,2.1019,-78.7217,26.35,89,100,5.61,CO,1715421313
376,kavaratti,10.5669,72.642,30.16,72,49,4.0,IN,1715421314
377,saldanha,-33.0117,17.9442,18.03,56,5,2.67,ZA,1715421315
378,puerto baquerizo moreno,-0.9,-89.6,22.62,92,94,3.21,EC,1715421316
379,baiyin,36.5583,104.2081,21.57,22,29,3.71,CN,1715421317
380,tidjikja,18.5564,-11.4271,37.56,9,90,9.64,MR,1715421318
381,aripuana,-9.1667,-60.6333,24.46,77,96,0.06,BR,1715421319
382,mazowe,-17.504,30.9739,28.93,27,0,1.8,ZW,1715421320
383,madalena,41.2162,-8.3345,20.3,75,0,1.5,PT,1715421320
384,sechura,-5.5569,-80.8222,20.09,82,71,4.81,PE,1715421321
385,quellon,-43.1167,-73.6167,5.26,80,10,0.95,CL,1715421322
386,kanggye,40.9695,126.5852,13.28,73,78,3.33,KP,1715421323
387,rancho palos verdes,33.7445,-118.387,16.11,94,79,0.45,US,1715421324
388,kindu,-2.95,25.95,30.01,58,100,1.23,CD,1715421325
389,ola,59.5833,151.2833,3.41,83,84,1.96,RU,1715421325
390,goz beida,13.95,20.55,42.46,7,100,3.95,TD,1715421326
391,assai,-23.3733,-50.8414,20.92,70,63,1.08,BR,1715421327
392,penalva,-3.2942,-45.1736,24.18,97,100,0.25,BR,1715421328
393,navia,43.5354,-6.7194,22.19,54,11,1.68,ES,1715421329
394,rio grande,-32.035,-52.0986,17.34,92,100,4.22,BR,1715421330
395,newberry,34.2746,-81.6187,12.77,85,0,2.18,US,1715421330
396,kapuskasing,49.4169,-82.4331,8.05,61,75,3.09,CA,1715421331
397,dudinka,69.4058,86.1778,-4.62,82,100,4.47,RU,1715421332
398,ocean shores,46.9737,-124.1563,12.75,93,0,1.54,US,1715421039
399,puerto san jose,13.9256,-90.8244,27.87,77,100,2.93,GT,1715421334
400,ambon,-3.6954,128.1814,28.82,95,40,0.51,ID,1715421335
401,brak,27.5496,14.2714,25.65,30,4,2.58,LY,1715421335
402,namsos,64.4662,11.4957,9.03,81,100,1.95,NO,1715421336
403,oros,-6.2444,-38.9136,23.23,65,100,0.85,BR,1715421337
404,shiraz,29.6036,52.5388,27.69,18,0,3.09,IR,1715421338
405,nahiyat al fuhud,30.9697,46.7228,38.86,9,4,1.0,IQ,1715421339
406,preobrazheniye,42.9019,133.9064,7.94,99,79,3.41,RU,1715421340
407,novaya ladoga,60.1025,32.3019,2.29,81,100,8.03,RU,1715421341
408,kralendijk,12.15,-68.2667,27.99,83,75,6.17,BQ,1715421341
409,el sauzal de rodriguez,31.9,-116.6833,15.23,73,5,1.76,MX,1715421342
410,puerto carreno,6.189,-67.4859,24.17,89,100,1.29,CO,1715421343
411,ulaangom,49.9811,92.0667,21.94,22,70,3.59,MN,1715421344
412,anapolis,-16.3267,-48.9528,26.78,47,0,2.06,BR,1715421345
413,dawson creek,55.7666,-120.2362,8.8,43,100,4.12,CA,1715421346
414,taro,-8.3862,115.28,24.0,93,100,0.68,ID,1715421347
415,coolum beach,-26.5333,153.1,19.5,96,84,0.97,AU,1715421347
416,lensk,60.7253,114.9278,9.94,34,95,1.12,RU,1715421348
417,la sarre,48.8002,-79.1996,5.56,72,79,1.96,CA,1715421349
418,lorengau,-2.0226,147.2712,26.7,85,100,2.74,PG,1715421350
419,rongelap,11.1635,166.8941,27.28,82,100,7.1,MH,1715421351
420,midvagur,62.0511,-7.1939,10.46,100,100,7.2,FO,1715421351
421,miles city,46.4083,-105.8406,8.54,93,0,4.12,US,1715421352
422,nongpoh,25.9,91.8833,29.76,48,47,1.61,IN,1715421353
423,khanbari,27.3747,87.2039,29.93,45,61,2.63,NP,1715421354
424,juneau,58.3019,-134.4197,3.95,97,20,0.0,US,1715421270
425,waimea,20.0231,-155.6717,17.78,99,28,1.64,US,1715421356
426,naze,28.3667,129.4833,22.51,83,100,4.34,JP,1715421356
427,hilo,19.7297,-155.09,22.93,99,40,0.0,US,1715421357
428,leava,-14.3,-178.1667,27.9,67,42,9.32,WF,1715421358
429,hami,42.8,93.45,33.14,6,4,2.42,CN,1715421359
430,freetown,8.484,-13.2299,25.84,89,75,3.09,SL,1715421360
431,cavalaire-sur-mer,43.174,6.5272,25.86,65,2,4.96,FR,1715421360
432,griffith,41.5284,-87.4237,10.96,95,100,2.57,US,1715421361
433,muhlhausen,51.2167,10.45,22.63,61,100,2.34,DE,1715421362
434,yokadouma,3.5167,15.05,34.88,41,46,1.57,CM,1715421363
435,recife,-8.0539,-34.8811,26.02,89,0,1.54,BR,1715421364
436,prainha,-1.8,-53.48,23.77,98,100,1.02,BR,1715421365
437,chernyshevskiy,63.0128,112.4714,1.37,78,100,2.96,RU,1715421365
438,parry sound,45.3501,-80.033,8.03,81,53,2.63,CA,1715421366
439,khovd,48.0056,91.6419,25.9,11,6,3.62,MN,1715421367
440,twentynine palms,34.1356,-116.0542,20.14,28,0,1.79,US,1715421368
441,argo,37.6333,22.7333,21.68,42,42,5.48,GR,1715421369
442,stanley,54.868,-1.6985,19.18,74,35,5.3,GB,1715421370
443,amalfi,6.9102,-75.0776,15.15,97,100,0.89,CO,1715421370
444,i-n-salah,27.1935,2.4607,30.85,12,68,7.95,DZ,1715421371
445,mount pearl,47.5166,-52.7813,1.09,97,100,6.17,CA,1715421372
446,zhosaly,45.4878,64.0781,22.97,13,5,3.77,KZ,1715421373
447,chandler,33.3062,-111.8412,23.82,23,0,3.09,US,1715421360
448,tindouf,27.6711,-8.1474,31.31,19,7,2.16,DZ,1715421374
449,yaren,-0.5472,166.916,29.04,64,88,1.37,NR,1715421376
450,antsiranana,-12.2787,49.2917,30.42,58,75,6.17,MG,1715421377
451,sirte,31.2089,16.5887,20.77,59,0,4.66,LY,1715421378
452,san juan de miraflores,-12.1629,-76.9635,18.98,84,100,1.73,PE,1715421379
453,businga,3.3333,20.8833,36.74,35,73,1.98,CD,1715421380
454,misratah,32.3754,15.0925,21.15,62,1,5.31,LY,1715421381
455,yantarnyy,54.8717,19.9381,10.92,58,100,3.79,RU,1715421381
456,mar del plata,-38.0023,-57.5575,12.27,79,0,7.6,AR,1715421382
457,hailar,49.2,119.7,13.16,26,40,7.09,CN,1715421383
458,jenzan,36.2408,128.2975,23.81,56,75,1.03,KR,1715421384
459,savanna-la-mar,18.219,-78.1332,26.97,93,24,1.42,JM,1715421385
460,three points,32.0767,-111.3137,19.49,22,0,2.24,US,1715421385
461,ternate,0.8,127.4,28.19,76,13,1.24,ID,1715421386
462,lukolela,-1.0605,17.1821,32.71,48,91,1.82,CD,1715421387
463,agadez,19.75,10.25,34.23,14,38,5.28,NE,1715421388
464,ulanhot,46.0833,122.0833,9.83,61,93,9.84,CN,1715421389
465,camana,-16.6228,-72.7111,17.88,93,73,4.55,PE,1715421390
466,khandyga,62.6667,135.6,3.34,62,99,1.46,RU,1715421391
467,murghob,38.1702,73.9667,9.51,36,100,5.18,TJ,1715421392
468,kill devil hills,36.0307,-75.676,13.32,80,100,7.2,US,1715421392
469,chos malal,-37.3781,-70.2709,3.11,75,40,1.09,AR,1715421393
470,kuta,-8.7233,115.1723,27.97,83,20,7.72,ID,1715421394
471,luwingu,-10.2621,29.9271,26.53,48,1,2.62,ZM,1715421395
472,vadso,70.0744,29.7487,5.09,65,20,3.6,NO,1715421396
473,mizan teferi,6.9833,35.5833,30.59,33,8,0.61,ET,1715421397
474,palo alto,37.4419,-122.143,17.05,82,0,2.06,US,1715421353
475,kiunga,-6.1219,141.2906,24.55,98,97,1.29,PG,1715421398
476,tenosique,17.4833,-91.4333,27.23,67,66,2.74,MX,1715421399
477,punta del este,-34.9667,-54.95,14.37,89,0,2.24,UY,1715421400
478,rawson,-43.3002,-65.1023,8.17,60,84,4.33,AR,1715421401
479,chulym,55.0997,80.9572,14.94,41,100,5.76,RU,1715421402
480,dombarovskiy,50.7587,59.5386,14.44,30,6,6.71,RU,1715421402
481,porto novo,6.4965,2.6036,31.9,56,34,4.08,BJ,1715421403
482,carutapera,-1.195,-46.02,25.11,93,93,2.03,BR,1715421404
483,ujae,8.9322,165.7642,27.05,84,100,4.85,MH,1715421406
484,hadibu,12.65,54.0333,31.15,63,88,2.11,YE,1715421406
485,daru,-9.0763,143.2092,26.51,87,92,5.89,PG,1715421407
486,arish,31.1316,33.7984,28.1,32,95,2.57,EG,1715421408
487,chinchilla,-26.75,150.6333,18.34,96,100,0.45,AU,1715421409
488,gimbi,9.1667,35.8333,29.94,17,25,3.18,ET,1715421410
489,caleta de carquin,-11.0925,-77.6267,18.17,92,74,3.39,PE,1715421411
490,dubbo,-32.25,148.6167,14.07,88,75,3.09,AU,1715421305
491,ceerigaabo,10.6162,47.368,25.82,42,41,3.63,SO,1715421412
492,seven pagodas,12.6264,80.1722,35.05,61,77,6.33,IN,1715421413
493,kamaishi,39.2667,141.8833,15.08,81,62,4.44,JP,1715421414
494,flin flon,54.7682,-101.865,8.68,90,63,2.33,CA,1715421415
495,ixtapa,20.7,-105.2,22.9,83,43,0.95,MX,1715421415
496,loreto,22.2667,-101.9667,18.25,52,4,1.66,MX,1715421416
497,camanducaia,-22.7553,-46.1447,15.69,80,85,2.04,BR,1715421417
498,stornoway,58.2093,-6.3865,16.69,76,0,3.09,GB,1715421418
499,zaozersk,69.4005,32.4476,0.72,96,100,4.63,RU,1715421419
500,rio brilhante,-21.8019,-54.5464,19.36,60,23,1.94,BR,1715421420
501,karratha,-20.7377,116.8463,26.97,40,97,2.71,AU,1715421421
502,new plymouth,-39.0667,174.0833,9.89,63,0,1.82,NZ,1715421162
503,dakhla,23.6848,-15.958,20.01,77,40,10.29,EH,1715421422
504,beidao,34.5686,105.8933,23.84,29,81,2.19,CN,1715421423
505,zeya,53.75,127.2667,15.83,28,100,5.03,RU,1715421424
506,noshiro,40.2039,140.0242,19.46,73,98,2.5,JP,1715421425
507,iskateley,67.6803,53.1512,-0.2,96,100,4.0,RU,1715421426
508,nuuk,64.1835,-51.7216,-2.29,86,38,1.34,GL,1715421426
509,defuniak springs,30.721,-86.1152,20.08,77,0,2.06,US,1715421393
510,araguaina,-7.1911,-48.2072,24.05,77,100,2.15,BR,1715421428
511,fuxin,42.0156,121.6589,16.86,40,84,7.4,CN,1715421429
512,elkhorn,42.6728,-88.5445,10.08,86,0,5.14,US,1715421135
513,nagod,24.5667,80.6,41.47,14,31,6.02,IN,1715421430
514,crane,31.3974,-102.3501,17.22,73,65,6.74,US,1715421431
515,funafuti,-8.5243,179.1942,29.0,94,75,0.0,TV,1715421432
516,khonsa,27.0167,95.5667,26.31,66,89,1.11,IN,1715421433
517,ataq,14.5377,46.8319,30.88,35,59,3.93,YE,1715421434
518,robertsport,6.7533,-11.3686,29.36,75,30,2.69,LR,1715421435
519,heek,52.1167,7.1,21.29,64,96,3.41,DE,1715421436
520,whangarei,-35.7317,174.3239,7.11,91,0,0.86,NZ,1715421436
521,nyurba,63.2842,118.3319,3.12,47,98,1.4,RU,1715421437
522,port washington,40.8257,-73.6982,9.36,95,64,2.87,US,1715421438
523,kerikeri,-35.2268,173.9474,5.51,89,0,1.61,NZ,1715421439
524,kupang,-10.1667,123.5833,30.32,84,20,6.17,ID,1715421440
525,nuriootpa,-34.4833,139.0,13.61,80,74,1.57,AU,1715421441
526,holualoa,19.6228,-155.9522,22.91,90,75,6.69,US,1715421441
527,el calafate,-50.3408,-72.2768,-1.2,64,31,2.09,AR,1715421442
528,khlung,12.4547,102.2214,33.54,71,97,1.4,TH,1715421443
529,santo antonio,-6.3106,-35.4789,24.55,84,100,3.51,BR,1715421444
530,kapsabet,0.2039,35.105,23.75,41,27,1.54,KE,1715421445
531,oroqen zizhiqi,50.5667,123.7167,9.0,54,100,2.09,CN,1715421445
532,castillos,-34.1667,-53.8333,10.97,91,89,2.03,UY,1715421446
533,jayapura,-2.5333,140.7,26.66,90,91,2.31,ID,1715421447
534,miramichi,47.0043,-65.4654,2.43,92,5,0.98,CA,1715421448
535,xianyang,34.3378,108.7026,26.58,22,0,4.0,CN,1715421449
536,cova figueira,14.8905,-24.2934,20.16,67,59,4.34,CV,1715421449
537,bride,54.3826,-4.3892,14.74,86,100,4.32,IM,1715421450
538,mount pleasant,32.7941,-79.8626,16.67,76,0,5.14,US,1715421451
539,inda silase,14.1031,38.2829,31.07,23,100,4.57,ET,1715421452
540,chiras,35.4167,65.9823,7.79,66,31,5.22,AF,1715421453
541,timimoun,29.2639,0.231,32.21,10,0,7.2,DZ,1715421454
542,remire-montjoly,4.9167,-52.2667,24.02,100,75,0.0,GF,1715421455
543,ajdabiya,30.7554,20.2263,22.2,52,0,6.48,LY,1715421456
544,forster,-32.1667,152.5167,16.83,100,100,3.82,AU,1715421457
545,jerome,42.7241,-114.5186,9.71,61,0,1.54,US,1715421458
546,bundaberg,-24.85,152.35,19.56,95,54,2.54,AU,1715421459
547,tarko-sale,64.9225,77.785,2.47,94,56,5.56,RU,1715421459
548,camacupa,-12.0167,17.4833,24.76,35,3,2.35,AO,1715421460
549,kawambwa,-9.7915,29.0791,27.5,45,0,1.9,ZM,1715421461
550,cacheu,12.2706,-16.1658,28.05,35,72,2.36,GW,1715421462
551,nogliki,51.8333,143.1667,3.15,75,94,4.12,RU,1715421463
552,arbelaez,4.2725,-74.4151,18.06,83,92,2.77,CO,1715421464
553,lamu,-2.2717,40.902,28.39,74,99,7.36,KE,1715421464
554,nizhneudinsk,54.9076,99.0276,20.86,49,100,2.65,RU,1715421465
555,coyuca de catalan,18.3333,-100.65,26.26,45,87,1.5,MX,1715421466
556,walvis bay,-22.9575,14.5053,21.53,56,0,1.54,NA,1715421467
557,namdrik,5.5994,168.1028,28.66,76,92,4.66,MH,1715421468
558,gizo,-8.103,156.8419,27.93,83,99,7.17,SB,1715421470
559,esperanza,19.5847,-70.9849,25.32,97,14,2.43,DO,1715421471
560,vila do maio,15.1333,-23.2167,25.44,76,56,8.46,CV,1715421472
561,ciudad tecun uman,14.6667,-92.15,26.35,78,100,2.03,GT,1715421473
562,mormugao,15.4,73.8,31.59,66,40,7.2,IN,1715421473
563,tabuk,17.4189,121.4443,28.91,71,100,1.11,PH,1715421474
564,zaraza,9.3503,-65.3245,27.0,73,96,0.77,VE,1715421475
565,saint-pierre,-21.3393,55.4781,28.82,58,0,10.29,RE,1715421476
566,sturgeon bay,44.8342,-87.377,9.2,93,100,7.72,US,1715421390
567,phalaborwa,-23.943,31.1411,32.91,12,0,1.96,ZA,1715421477
568,saint-girons,42.9167,1.1667,21.24,36,6,1.57,FR,1715421478
